NÃºmero;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;CÃ³digo no fornecedor;Nome;Marca;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;Nome
129183;2;02/06/2026 04:12;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Bisnaga 420g Zerotrinca;ZT040420;1;38,55;38,55;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
129187;2;02/06/2026 05:15;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Silicone Alta Vedacao Trincas Fissuras Dw240 420g;SE2440142;1;142,34;142,34;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
129189;2;02/06/2026 05:25;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Monocomponente 100G;HBPGM0100;1;76,13;76,13;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
129191;2;02/06/2026 05:33;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Wood Wood III - 497g;WD00000497;2;90,57;181,14;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
129193;2;02/06/2026 05:42;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Adesiva Ac 6000 Para Espuma Mdf Gesso Pro Fixx 400g;AC6000400;1;85;85;EOV - Mercado Livre;AC6000400;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
129195;2;02/06/2026 06:29;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
212081;1;02/06/2026 07:11;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;2;106,72;213,44;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212082;1;02/06/2026 07:11;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hold Manta - Manta Estruturante para Jardim 1M x 5M;HM00015;1;114;114;Comercial Interno;HM00015;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;;
212083;1;02/06/2026 08:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;1;152,26;152,26;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212084;1;02/06/2026 08:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Argamassa de Revestimento Skim Coat Cristal 20KG;SK0400120;1;208,98;208,98;Eov Shopee 2026;SK0400120;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212085;1;02/06/2026 08:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212086;1;02/06/2026 08:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Piso Liquido CimentÃ­cio Autonivelante 20KG Off White;LA0441020;1;349,94;349,94;EOV - Mercado Livre;LA0440020;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212087;1;02/06/2026 08:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Piso Liquido CimentÃ­cio Autonivelante 20KG Off White;LA0441020;1;349,94;349,94;EOV - Mercado Livre;LA0440020;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212088;1;02/06/2026 08:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212089;1;02/06/2026 08:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212090;1;02/06/2026 08:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;1;152,26;152,26;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212090;1;02/06/2026 08:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone Primer Promotor de AderÃªncia 4KG Cinza Escuro;TPG0440504;1;136,8;136,8;EOV - Mercado Livre;TPG0440504;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
129201;2;02/06/2026 08:15;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer para Gravacoes a Laser TF700 Black 150ML Transfix;TF700010150;1;60,57;60,57;EOV - Mercado Livre;TF700010150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
129201;2;02/06/2026 08:15;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tf Clean Limpador De Superficie Transfer Laser Transfix;TFC000200;1;60,57;60,57;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
212091;1;02/06/2026 08:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212092;1;02/06/2026 08:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;2;134,2;268,4;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212093;1;02/06/2026 08:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas CimentÃ­cias DW240 Flex 420G - Cinza;SE2440142;1;153,73;153,73;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212094;1;02/06/2026 08:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante Ultra Flex 4KG - Pulo do Gato;PEF0440004;1;143,69;143,69;EOV - Mercado Livre;PEF0440004;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212095;1;02/06/2026 08:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;186,67;186,67;Eov Shopee 2026;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212096;1;02/06/2026 08:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;1;108,57;108,57;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212096;1;02/06/2026 08:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante SOS Concreto 200ML;SC0000025;1;185,43;185,43;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212097;1;02/06/2026 08:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hold Manta - Manta Estruturante para Jardim 20CM x 5M;HM0001605;1;76;76;EOV - Mercado Livre;HM0001605;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;;
212098;1;02/06/2026 08:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer para GravaÃ§Ãµes a Laser TF700 Black 150ML Transfix;TF700010150;1;119,08;119,08;EOV - Mercado Livre;TF700010150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212099;1;02/06/2026 08:26;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Piso VinÃ­lico E Emborrachado AC10000 1KG;AC1000301;1;107,35;107,35;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
212100;1;02/06/2026 08:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Piso VinÃ­lico E Emborrachado AC10000 1KG;AC1000301;1;107,35;107,35;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
212102;1;02/06/2026 08:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;44,81;44,81;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212103;1;02/06/2026 08:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212104;1;02/06/2026 08:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;2;44,81;89,62;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212105;1;02/06/2026 08:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212106;1;02/06/2026 08:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Pedras BiodegradÃ¡vel Ivaclean 1L;IL0100001;1;126,57;126,57;EOV - Mercado Livre;96932;IVA QUIMICA DO BRASIL LTDA;IVA CLEAN;;;;;;;;;;;;;;;;;;;;;;;;
212107;1;02/06/2026 08:37;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;44,81;44,81;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212108;1;02/06/2026 08:37;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Fina Seca Parede 20KG Branco;PM0400120;1;501,59;501,59;EOV - Mercado Livre;PM0400120;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212109;1;02/06/2026 08:40;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas CimentÃ­cias DW240 Flex 420G - Preto;SE2401042;1;56,35;56,35;Comercial Interno;SE2401042;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212109;1;02/06/2026 08:40;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Aplicador de Silicone 9 Polegadas Sparta;8863655;1;16,1;16,1;Comercial Interno;89145532;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
129203;2;02/06/2026 08:41;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit SOS Umidade 250G - 2 unidades;SU04000251;2;390,04;780,08;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA; DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
129206;2;02/06/2026 08:42;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit SOS Umidade 250G - 2 unidades;SU04000251;2;390,04;780,08;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA; DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212111;1;02/06/2026 08:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 18KG Cinza Claro;LQ0440418;1;935,08;935,08;EOV - Wake;LQ0440418;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212110;1;02/06/2026 08:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Azul;UG04221050;4;12,54;50,16;EOV - Wake;UG04221050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212110;1;02/06/2026 08:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Preto;UG04010050;1;12,54;12,54;EOV - Wake;UG04010050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212110;1;02/06/2026 08:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Branco;UG04001050;2;12,54;25,08;EOV - Wake;UG04001050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
129207;2;02/06/2026 08:42;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit SOS Umidade 250G - 2 unidades;SU04000251;1;390,04;390,04;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA; DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212112;1;02/06/2026 08:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212113;1;02/06/2026 08:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212114;1;02/06/2026 08:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Niveladora 5KG Drylevis;MN0400105;1;177,66;177,66;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212115;1;02/06/2026 08:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212116;1;02/06/2026 08:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Niveladora 5KG Drylevis;MN0400105;1;177,66;177,66;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212117;1;02/06/2026 08:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Niveladora 5KG Drylevis;MN0400105;1;177,66;177,66;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212118;1;02/06/2026 09:02;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 3,6KG Vermelho - Pulo do Gato;EMF044736;1;159,48;159,48;EOV - Mercado Livre;EMF044736;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212119;1;02/06/2026 09:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta ElÃ¡stica Smart Color Fosco 3,6L Gelo;SR0400236;1;496,57;496,57;EOV - Mercado Livre;SR0400236;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212120;1;02/06/2026 09:06;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 5L;HSP01000005;1;1.533,33;1.533,33;EOV - Mercado Livre;HSP01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;;
212121;1;02/06/2026 09:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Fosca;SR0400009;1;152,26;152,26;EOV - Mercado Livre;SR0400009;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212122;1;02/06/2026 09:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212123;1;02/06/2026 09:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212124;1;02/06/2026 09:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Garden;DPT04926025;1;62,72;62,72;EOV - Mercado Livre;DPT04926025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212125;1;02/06/2026 09:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;2;134,2;268,4;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212127;1;02/06/2026 09:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212126;1;02/06/2026 09:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 4,5KG Branco;LQ0400145;1;260,48;260,48;EOV - Wake;LQ0400145;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212128;1;02/06/2026 09:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Drymanta G60 5M x 16 CM;DM011605;1;57,98;57,98;EOV - Mercado Livre;DM011605;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212129;1;02/06/2026 09:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador de Cortina de Vidros e Placas Solares Fullvit 1L IvaClean;IFUV0001;1;92,72;92,72;EOV - Mercado Livre;96932;Z S FABRICANTE DE PRODUTOS DE LIMPEZA LTDA;IVACLEAN;;;;;;;;;;;;;;;;;;;;;;;;
212130;1;02/06/2026 09:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Smart Resina 250ML;TSR0100025;1;70,21;70,21;EOV - Mercado Livre;TSR0100025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212131;1;02/06/2026 09:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Cola Gel Decoupage para Papel 100ML;DE0400001;2;32,89;65,78;EOV - Mercado Livre;DE0400001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212132;1;02/06/2026 09:16;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Cola Gel Decoupage para Papel 100ML;DE0400001;1;32,89;32,89;EOV - Mercado Livre;DE0400001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212133;1;02/06/2026 09:16;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Blinda Umidade Inject Gel 250G - Pulo do Gato;PSU0400025;6;260,12;1.560,72;EOV - Mercado Livre;PSU0400025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212134;1;02/06/2026 09:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212135;1;02/06/2026 09:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Promotor de AderÃªncia Silano 9091 200ML;PR9091200;1;63,08;63,08;EOV - Mercado Livre;PR9091200;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
129211;2;02/06/2026 09:19;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
212136;1;02/06/2026 09:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;SOS Umidade 250G;SU04000250;4;194,99;779,96;EOV - Mercado Livre;SU04000250;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212137;1;02/06/2026 09:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Monocomponente 100G;PM0000101;1;70,49;70,49;EOV - Mercado Livre;PM0000101;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212138;1;02/06/2026 09:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212139;1;02/06/2026 09:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 90G;MF0400190;3;25,08;75,23;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212139;1;02/06/2026 09:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;3;30,84;92,53;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212140;1;02/06/2026 09:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador e Removedor de Espuma PU Sieger 500ml;SC136500;3;35;105;EOV - Mercado Livre;48361;AP WINNER IND COM PRODUTOS QUIMICOS LTDA;SIEGER;;;;;;;;;;;;;;;;;;;;;;;;
212141;1;02/06/2026 09:22;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212142;1;02/06/2026 09:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rejunte AcrÃ­lico 420G Cinza - Pulo do Gato;PRA0410420;2;27,48;54,96;EOV - Mercado Livre;PRA0410420;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212143;1;02/06/2026 09:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;142,93;142,93;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212143;1;02/06/2026 09:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador e Removedor de Espuma PU Sieger 500ml;SC136500;1;35;35;EOV - Mercado Livre;48361;AP WINNER IND COM PRODUTOS QUIMICOS LTDA;SIEGER;;;;;;;;;;;;;;;;;;;;;;;;
212143;1;02/06/2026 09:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pistola Aplicadora para Espuma Expansiva Sparta;SPA001;1;63,65;63,65;EOV - Mercado Livre;89699960;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212144;1;02/06/2026 09:25;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Verde Oliva;DPT05224025;1;62,72;62,72;EOV - Mercado Livre;DPT05224025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
