NÃºmero;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;CÃ³digo no fornecedor;Nome;Marca;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;Nome
212423;1;03/06/2026 10:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;150,46;150,46;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212390;1;03/06/2026 10:27;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador e Removedor de Espuma PU Sieger 500ml;SC136500;1;35;35;EOV - Mercado Livre;48361;AP WINNER IND COM PRODUTOS QUIMICOS LTDA;SIEGER;;;;;;;;;;;;;;;;;;;;;;;;
212424;1;03/06/2026 10:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato LÃ­quido Baixa Espessura e MÃ©dia Viscosidade Wood Wood - Componente A 800g;WPA000A8;1;157,45;157,45;EOV - Mercado Livre;WPA000A8;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
212424;1;03/06/2026 10:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato LÃ­quido Baixa Espessura e MÃ©dia Viscosidade Wood Wood - Componente B 480g;WPA000B48;1;157,45;157,45;EOV - Mercado Livre;WPA000B48;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
129320;2;03/06/2026 10:35;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hidrofugante Para Gesso - Sos Gesso 1 Litro Drylevis;SG400001;2;132,68;265,36;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
212425;1;03/06/2026 10:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Desengripante Alta Performance DielÃ©trico Sieger 340G;SI101340;1;40,2;40,2;EOV - Mercado Livre;48116;AP WINNER IND COM PRODUTOS QUIMICOS LTDA;Sieger;;;;;;;;;;;;;;;;;;;;;;;;
212426;1;03/06/2026 10:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Verniz AtÃ³xico 100ML;TV0100001;1;64,69;64,69;Eov Shopee 2026;TV0100001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212427;1;03/06/2026 10:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Baixa Espessura - Componente A 200G;PGBA010002;1;134,83;134,83;EOV - Magalu;PGBA010002;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212427;1;03/06/2026 10:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Baixa Espessura - Componente B 100G;PGBB010001;1;134,82;134,82;EOV - Magalu;PGBB010001;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212428;1;03/06/2026 11:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Verniz AtÃ³xico 100ML;TV0100001;1;64,69;64,69;Eov Shopee 2026;TV0100001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212429;1;03/06/2026 11:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Cera AtÃ³xica de Acabamento 700G;LC0000209;1;144,46;144,46;Eov Shopee 2026;LC0000209;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
129324;2;03/06/2026 11:03;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Esmalte Maritimo Direto Na Ferrugem Para Metal 900ml Cinza Medio;EMF044309;1;73,27;73,27;EOV - Mercado Livre;EMF044309;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212430;1;03/06/2026 11:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212431;1;03/06/2026 11:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;110,34;110,34;Eov Shopee 2026;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212432;1;03/06/2026 11:06;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212433;1;03/06/2026 11:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;186,67;186,67;Eov Shopee 2026;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212434;1;03/06/2026 11:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
129326;2;03/06/2026 11:08;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Wood Wood III - 497g;WD00000497;1;90,57;90,57;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212435;1;03/06/2026 11:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212436;1;03/06/2026 11:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212437;1;03/06/2026 11:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212438;1;03/06/2026 11:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Amarelo;UG04820050;1;31,78;31,78;Eov Shopee 2026;UG04820050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212439;1;03/06/2026 11:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;107,96;107,96;Eov Shopee 2026;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212440;1;03/06/2026 11:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212441;1;03/06/2026 11:16;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212442;1;03/06/2026 11:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212443;1;03/06/2026 11:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212444;1;03/06/2026 11:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212445;1;03/06/2026 11:22;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Verniz Bicomponente LT300 3,5KG Fosco Branco;LT30400135;8;1.253,87;10.030,96;Comercial Interno;LT30400135;IVA QUIMICA DO BRASIL LTDA;LT SHINER;;;;;;;;;;;;;;;;;;;;;;;;
212446;1;03/06/2026 11:26;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212447;1;03/06/2026 11:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212448;1;03/06/2026 11:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212449;1;03/06/2026 11:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212450;1;03/06/2026 11:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212451;1;03/06/2026 11:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Fosca;SR0400009;1;108,49;108,49;Comercial Interno;SR0400009;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212451;1;03/06/2026 11:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Fosca;SR0400036;1;335,58;335,58;Comercial Interno;SR0400036;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212451;1;03/06/2026 11:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone Fine P/ Trafego Intenso e Ãrea Molhada 5KG CarvÃ£o;GF0344705;3;332,49;997,47;Comercial Interno;GF0344705;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212452;1;03/06/2026 11:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212453;1;03/06/2026 11:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;2;26,9;53,8;EOV - Mercado Livre;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212454;1;03/06/2026 11:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212455;1;03/06/2026 11:47;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;2;27,71;55,42;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212456;1;03/06/2026 11:47;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Cimento Queimado 1,3KG Acqua Marina;LT0492813;1;232,65;232,65;EOV - Mercado Livre;LT0492813;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212457;1;03/06/2026 11:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212458;1;03/06/2026 11:49;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Cimento Queimado 1,3KG Acqua Marina;LT0492813;1;232,65;232,65;EOV - Mercado Livre;LT0492813;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212459;1;03/06/2026 11:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone Primer Promotor de AderÃªncia 4KG Bege;TPG0400804;1;102,6;102,6;Comercial Interno;TPG0400804;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212460;1;03/06/2026 11:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212461;1;03/06/2026 11:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 900G Preto Chassis SB - Pulo do Gato;EMF044009;1;62,28;62,28;Eov Shopee 2026;EMF044009;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212462;1;03/06/2026 11:52;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Ferro de Solda 40W/127V Bestfer;BFH1684;1;24,49;24,49;Comercial Interno;;RIO CHENS IMPORT. E EXPORTAD. LTDA;BESTFER;;;;;;;;;;;;;;;;;;;;;;;;
212462;1;03/06/2026 11:52;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Martelo Carpinteiro Cabo Emborachado Bestfer;BFH0678;1;32,19;32,19;Comercial Interno;;-;BESTFER;;;;;;;;;;;;;;;;;;;;;;;;
212463;1;03/06/2026 11:52;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pistola de Cola Quente Bivolt 6W com Suporte de Metal Bestfer;BFH1600;1;13,29;13,29;Comercial Interno;BFH1600;RIO CHENS IMPORT. E EXPORTAD. LTDA;BESTFER;;;;;;;;;;;;;;;;;;;;;;;;
212463;1;03/06/2026 11:52;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Fita Veda Rosca 18mmx10m Bestfer;BFH0770;1;2,09;2,09;Comercial Interno;;-;BESTFER;;;;;;;;;;;;;;;;;;;;;;;;
212463;1;03/06/2026 11:52;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protetor Adesivo Redondo 2,5cm Bestfer - 18 PeÃ§as;BFH1336;3;2,79;8,38;Comercial Interno;;-;BESTFER;;;;;;;;;;;;;;;;;;;;;;;;
212463;1;03/06/2026 11:52;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Adesivo Anti Impacto Transparente 12MM Bestfer - 24 PeÃ§as;BFH1339;2;3,92;7,84;Comercial Interno;;-;BESTFER;;;;;;;;;;;;;;;;;;;;;;;;
212464;1;03/06/2026 11:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212465;1;03/06/2026 11:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212466;1;03/06/2026 11:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212467;1;03/06/2026 11:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212468;1;03/06/2026 12:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212469;1;03/06/2026 12:06;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212470;1;03/06/2026 12:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212471;1;03/06/2026 12:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;3;24,96;74,88;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212472;1;03/06/2026 12:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor de AderÃªncia para plÃ¡stico TF200 150ML Transfix;TF200150;1;75,12;75,12;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212473;1;03/06/2026 12:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212474;1;03/06/2026 12:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas CimentÃ­cias DW240 Flex 420G - Cinza;SE2440142;3;80,69;242,06;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212474;1;03/06/2026 12:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Bico Injetor Veipar;VBI00001;1;66,49;66,49;EOV - Mercado Livre;03/jan;VEIPAR LTDA;VEIPAR;;;;;;;;;;;;;;;;;;;;;;;;
212474;1;03/06/2026 12:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Aplicador de Silicone 9 Polegadas Sparta;8863655;1;24,67;24,67;EOV - Mercado Livre;89145532;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212475;1;03/06/2026 12:16;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Pedras BiodegradÃ¡vel Ivaclean 1L;IL0100001;2;75;150;EOV - Mercado Livre;96932;IVA QUIMICA DO BRASIL LTDA;IVA CLEAN;;;;;;;;;;;;;;;;;;;;;;;;
212476;1;03/06/2026 12:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Massa Niveladora 5KG;LTM0400105;1;119,86;119,86;EOV - Mercado Livre;LTM0400105;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212477;1;03/06/2026 12:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
129331;2;03/06/2026 12:27;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Esmalte Maritimo Direto Na Ferrugem Para Metal 900ml;EMF044209;1;62,28;62,28;EOV - Mercado Livre;EMF044209;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212478;1;03/06/2026 12:29;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212479;1;03/06/2026 12:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212480;1;03/06/2026 12:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pistola Aplicadora para Espuma Expansiva Sparta;SPA001;1;63,65;63,65;EOV - Mercado Livre;89699960;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212480;1;03/06/2026 12:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;142,93;142,93;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212481;1;03/06/2026 12:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;186,67;186,67;Eov Shopee 2026;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212482;1;03/06/2026 12:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Molde de Silicone Flor 120x47mm;MS0072;1;34,9;34,9;Eov Shopee 2026;;-;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212483;1;03/06/2026 12:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;KIT Pintura Pratico Atlas - 3 PeÃ§as;1001;1;36,9;36,9;Eov Shopee 2026;1001;ATLAS S.A.;ATLAS;;;;;;;;;;;;;;;;;;;;;;;;
212483;1;03/06/2026 12:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212483;1;03/06/2026 12:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;"Trincha P/ Pintura Plumatek 2 1/2"" Atlas";AT315/6;1;22,9;22,9;Eov Shopee 2026;AT315/6;ATLAS S.A.;ATLAS;;;;;;;;;;;;;;;;;;;;;;;;
212484;1;03/06/2026 12:49;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 100G;WD00000100;1;52,11;52,11;Eov Shopee 2026;WD00000100;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
129333;2;03/06/2026 12:52;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Tapa Tudo 5000 Pote De 90g + Bisnaga Zero Trinca 420g Cor Branco;KTZ0020102;1;104,68;104,68;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Elastment;;;;;;;;;;;;;;;;;;;;;;;;
129335;2;03/06/2026 13:03;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Adesiva Ac 6000 Para Espuma Mdf Gesso Pro Fixx 400g;AC6000400;1;85;85;EOV - Mercado Livre;AC6000400;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
129337;2;03/06/2026 13:04;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Wood Wood III - 497g;WD00000497;1;90,57;90,57;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212485;1;03/06/2026 13:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;142,29;142,29;EOV - Mercado Livre;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
