Número;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Código no fornecedor;Nome;Marca;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Nome;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja
213356;1;08/06/2026 16:01;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Vapor Care IvaClean 1L;VC0100001;1;29,72;29,72;EOV - Mercado Livre;VC0100001;IVA QUIMICA DO BRASIL LTDA;CRISTAL CAR;;;;;;;;;;;;;;;;;;;;;;;
213356;1;08/06/2026 16:01;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cristal Car Água Desmineralizada Automotiva 1L;CSC0100001;1;15;15;EOV - Mercado Livre;CSC0100001;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213357;1;08/06/2026 16:02;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 18KG Cinza Claro;LQ0440418;1;1.164,98;1.164,98;EOV - Mercado Livre;LQ0440418;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213358;1;08/06/2026 16:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 1,250KG Branco Ceará - Cristal;CNFGL0125;2;393,97;787,94;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213359;1;08/06/2026 16:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 1,250KG Branco Ceará - Cristal;CNFGL0125;1;393,97;393,97;EOV - TIK TOK;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213360;1;08/06/2026 16:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Perobinha;WM0474090;1;52,25;52,25;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
213360;1;08/06/2026 16:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Marfim;WM0400790;1;52,25;52,25;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
213361;1;08/06/2026 16:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tira Tintas Cristal 500ML;TR00000500;1;107,89;107,89;Eov Shopee 2026;TR00000500;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213362;1;08/06/2026 16:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Pedras Biodegradável Ivaclean 1L;IL0100001;1;94,93;94,93;EOV - Wake;96932;IVA QUIMICA DO BRASIL LTDA;IVA CLEAN;;;;;;;;;;;;;;;;;;;;;;;
213363;1;08/06/2026 16:06;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;2;106,72;213,44;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213364;1;08/06/2026 16:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Piso Vinílico E Emborrachado AC10000 1KG;AC1000301;3;107,35;322,05;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;
213365;1;08/06/2026 16:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Cortina Líquida 900ML;LV0400009;1;335,5;335,5;EOV - Wake;LV0400009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
130105;2;08/06/2026 16:07;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Acrilica Em Po Interna E Externa Drylevis 20kg;MA0440020;1;397,49;397,49;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
213366;1;08/06/2026 16:08;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 1,250KG Marrom Imperial - Cristal;CNFGL1125;1;393,97;393,97;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213367;1;08/06/2026 16:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Nivela & Primer - Promotor de Aderência e Autonivelante 4KG Cristal;CNFP01004;1;342;342;EOV - Wake;CNFP01004;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213367;1;08/06/2026 16:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 4KG São Gabriel - Cristal;CNF0102004;1;775,2;775,2;EOV - Wake;CNF0102004;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
130109;2;08/06/2026 16:11;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer para Gravacoes a Laser TF700 Black 150ML Transfix;TF700010150;1;60,57;60,57;EOV - Mercado Livre;TF700010150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
130109;2;08/06/2026 16:11;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tf Clean Limpador De Superficie Transfer Laser Transfix;TFC000200;1;60,57;60,57;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
213368;1;08/06/2026 16:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Café Arábica;UG04773050;1;31,78;31,78;Eov Shopee 2026;UG04773050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213241;1;08/06/2026 16:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P400 Mirka;AC24105041;5;11,98;59,9;Eov Shopee 2026;AC24105041;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;
213371;1;08/06/2026 16:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Fita Multiuso Líquida para Telhados SOS Telhas 3,6KG Cerâmica Telha;SOS0471204;1;510,58;510,58;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213369;1;08/06/2026 16:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador de Superfícies Lemone 200ML;LM000200;1;31,11;31,11;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213369;1;08/06/2026 16:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador de Superfícies TF Clean 200ML Transfix;TF000200;1;26,23;26,23;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213370;1;08/06/2026 16:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Papel Top Transfer 90G - 100 Folhas;TLTOP100;20;67,45;1.349,00;Comercial Interno;TLTOP;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213374;1;08/06/2026 16:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Acrílica em Pó - Balde 4KG;MA0400104B;1;153,26;153,26;EOV - Wake;MA0400104B;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213374;1;08/06/2026 16:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Manta Elástica Impermeabilizante Acrílica Acqua Zero 4KG Branco;IMAZ00104;1;231,09;231,09;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213372;1;08/06/2026 16:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Piso Vinílico E Emborrachado AC10000 1KG;AC1000301;1;107,35;107,35;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;
213373;1;08/06/2026 16:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Piso Vinílico E Emborrachado AC10000 1KG;AC1000301;1;107,35;107,35;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;
213375;1;08/06/2026 16:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Shampoo para Telhas Power Shower 5L Cristal;C2763;1;89,99;89,99;EOV - Wake;;-;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213376;1;08/06/2026 16:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Líquido Baixa Espessura e Viscosidade Wood Wood - Componente A 800g;WPC000A8;2;137,5;275;EOV - Wake;WPC000B48;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213376;1;08/06/2026 16:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Líquido Baixa Espessura e Viscosidade Wood Wood - Componente B 480g;WPC000B48;2;137,5;275;EOV - Wake;WPC000A8;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213376;1;08/06/2026 16:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Óleo Cristal Wood Wood 900ML;OT0100009;2;104,49;208,98;EOV - Wake;OT0100009;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213377;1;08/06/2026 16:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Adesivo de Reparo para Pisos Elastment - SOS Piso 1KG;SP000001;1;443,41;443,41;EOV - Wake;SP000001;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213378;1;08/06/2026 16:22;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Argamassa de Regularização Rapid Cure 4KG Elastment;ERC0440004;1;150,48;150,48;EOV - Wake;ERC0440004;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
213379;1;08/06/2026 16:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Fixador de Pedras Soltas Hold Stone 5L;HS01000005;1;453,76;453,76;EOV - Wake;HS01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213380;1;08/06/2026 16:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Verniz Bicomponente LT300 3,5KG Brilhante Incolor;LT30100035;1;1.253,87;1.253,87;EOV - Wake;LT30100035;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213380;1;08/06/2026 16:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Acqua Shine Componente A 500G;AS01000500;1;247,5;247,5;EOV - Wake;AS01000500;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213380;1;08/06/2026 16:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Acqua Shine Componente B 250G;AS01000250B;1;247,5;247,5;EOV - Wake;AS01000250B;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213382;1;08/06/2026 16:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Semi Brilho;SR0100036;2;353,24;706,48;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213382;1;08/06/2026 16:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;159,6;159,6;EOV - Wake;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213383;1;08/06/2026 16:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante SOS Concreto 1L;SC0000001;1;627;627;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
213384;1;08/06/2026 16:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;2;106,72;213,44;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213385;1;08/06/2026 16:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213386;1;08/06/2026 16:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Resina 3,6L Brilhante;LR0100002;1;315,05;315,05;EOV - Wake;LR0100002;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213387;1;08/06/2026 16:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213388;1;08/06/2026 16:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Elástica Smart Color Fosco 3,6L Algodão Egípcio;SR0481336;1;348,33;348,33;EOV - Wake;SR0481336;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213381;1;08/06/2026 16:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit 100x Proteção De Parafuso Premium Protelha Alumínio Fast Cristal;FD000100;1;121;121;EOV - Wake;;VEIPAR LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213381;1;08/06/2026 16:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protetor de Parafuso Veipar;VBI00002;100;0,59;58,5;EOV - Wake;;VEIPAR LTDA;VEIPAR;;;;;;;;;;;;;;;;;;;;;;;
213381;1;08/06/2026 16:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Cristal 380G Cinza;ESTF2440142;1;72,6;72,6;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213389;1;08/06/2026 16:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 1L;HSP0100001;1;285;285;EOV - Wake;HSP0100001;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213390;1;08/06/2026 16:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Fixador de Pedras Hold Stone 1L;HS0000001;1;106,59;106,59;EOV - Wake;HS0000001;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213390;1;08/06/2026 16:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Fixador de Pedras Soltas Hold Stone 5L;HS01000005;1;453,76;453,76;EOV - Wake;HS01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213390;1;08/06/2026 16:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 5L;HSP01000005;1;1.274,96;1.274,96;EOV - Wake;HSP01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213391;1;08/06/2026 16:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Verniz Cristal Incolor Atóxico Wood Wood 900ML;VA0100009;1;209;209;EOV - Wake;VA0100009;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213391;1;08/06/2026 16:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cera Cristal Wood Wood 900ML;CT0100009;1;137,94;137,94;EOV - Wake;CT0100009;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
213392;1;08/06/2026 16:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Sos Umidade Gel Tix 3,6KG;ESUGT00036;1;1.020,00;1.020,00;EOV - Wake;ESUGT00036;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213392;1;08/06/2026 16:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Sos Umidade Gel Tix 900ML;SCG000009;1;342;342;EOV - Wake;SCG000009;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213393;1;08/06/2026 16:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 900ML Safira;DPT04219009;1;146,4;146,4;EOV - Wake;DPT04219009;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213394;1;08/06/2026 16:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Elástica Smart Color Fosco 3,6L Palha;SR0400436;1;353,82;353,82;EOV - Wake;SR0400436;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213394;1;08/06/2026 16:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Fosca;SR0400009;2;108,49;216,98;EOV - Wake;SR0400009;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213395;1;08/06/2026 16:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Manta Líquida Protelha Plus 900ML Cerâmica Telha;PRO0031709;1;112,88;112,88;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;UMA TINTA;;;;;;;;;;;;;;;;;;;;;;;
213396;1;08/06/2026 16:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 1L;HSP0100001;1;285;285;EOV - Wake;HSP0100001;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213397;1;08/06/2026 16:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Impermeabilizante Protelha Plus 3,6L Branco;PRO0000136;1;308,64;308,64;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;UMA TINTA;;;;;;;;;;;;;;;;;;;;;;;
213398;1;08/06/2026 16:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 900ML Safira;DPT04219009;1;146,4;146,4;EOV - Wake;DPT04219009;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213399;1;08/06/2026 17:02;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco Reto de 12cm Grão 16 Cupins de Aço;CDA096;1;129;129;EOV - Wake;95;CUPINS DE ACO FERRAMENTAS UNIVERSAIS LTDA;CUPINS DE AÇO;;;;;;;;;;;;;;;;;;;;;;;
213400;1;08/06/2026 17:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Imbuia;WM0473890;4;52,25;209;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
213401;1;08/06/2026 17:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213402;1;08/06/2026 17:08;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;SOS Umidade 250G;SU04000250;1;191,93;191,93;EOV - Wake;SU04000250;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213403;1;08/06/2026 17:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
130113;2;08/06/2026 17:10;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Bisnaga 420g Zerotrinca;ZT040420;3;38,55;115,65;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
213404;1;08/06/2026 17:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas Cimentícias DW240 Flex 420G - Cinza;SE2440142;1;75,24;75,24;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213405;1;08/06/2026 17:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas Cimentícias DW240 Flex 420G - Branco;SE2400142;2;75,24;150,48;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;
130117;2;08/06/2026 17:12;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
213406;1;08/06/2026 17:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 1L;HSP0100001;1;285;285;EOV - Wake;HSP0100001;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213407;1;08/06/2026 17:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Concre Fast 4KG;COF0400804;1;124,07;124,07;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
130119;2;08/06/2026 17:15;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Privada Encardida Sem Esforco Wdc 1lt;IL0100003;1;150;150;EOV - Mercado Livre;IL0100001;IVA QUIMICA DO BRASIL LTDA;IVACLEAN;;;;;;;;;;;;;;;;;;;;;;;
130121;2;08/06/2026 17:18;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Silicone Alta Vedacao Trincas Fissuras Dw240 420g;SE2440142;1;142,34;142,34;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213408;1;08/06/2026 17:23;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas Cimentícias DW240 Flex 420G - Branco;SE2400142;1;75,24;75,24;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;
213409;1;08/06/2026 17:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas Cimentícias DW240 Flex 420G - Cinza;SE2440142;2;75,24;150,48;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
130125;2;08/06/2026 17:33;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Bisnaga 420g Zerotrinca;ZT040420;1;38,55;38,55;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
130127;2;08/06/2026 18:06;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Bisnaga 420g Zerotrinca;ZT040420;2;38,55;77,1;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
130129;2;08/06/2026 18:10;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit SOS Umidade 250G - 2 unidades;SU04000251;1;390,04;390,04;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA; DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
130131;2;08/06/2026 18:51;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit 2x Cola Wood Wood 3 Atoxica Madeira Mdf 497g;KITWOOD34972;2;92,93;185,85;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood ;;;;;;;;;;;;;;;;;;;;;;;
130133;2;08/06/2026 19:18;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cera De Abelha Para Madeiras Incolor Atoxico 700g Lt Shiner;CALT-0001;1;144,46;144,46;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
130136;2;08/06/2026 20:50;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cera de Carnauba Automotiva Liquida Auge 270ML - Creme;AUGE02;1;70;70;EOV - Mercado Livre;1;AGROCARNAUBA BRASIL LTDA;AUGE;;;;;;;;;;;;;;;;;;;;;;;
130138;2;08/06/2026 22:02;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Corante Liquido Bisnaga Pigmento Super Forte Uma Gota 50ml;LP04020;1;25;25;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
130142;2;08/06/2026 22:13;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Wood Wood III - 497g;WD00000497;1;90,57;90,57;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
